,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.23076923076923078,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.46153846153846156
Defensive Action,0.07142857142857142,0.08163265306122448,0.1836734693877551,0.01020408163265306,0.0,0.1836734693877551,0.08163265306122448,0.10204081632653061,0.01020408163265306,0.2755102040816326
Duel,0.045454545454545456,0.032467532467532464,0.07142857142857142,0.0,0.0,0.012987012987012988,0.7077922077922078,0.006493506493506494,0.006493506493506494,0.11688311688311688
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.21739130434782608,0.17391304347826086,0.30434782608695654,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.0,0.17391304347826086
Possession,0.025139664804469275,0.0111731843575419,0.04329608938547486,0.018156424581005588,0.0,0.3198324022346369,0.13966480446927373,0.00558659217877095,0.02094972067039106,0.41620111731843573
Set Piece / Restart,0.2619047619047619,0.07142857142857142,0.11904761904761904,0.0,0.0,0.09523809523809523,0.023809523809523808,0.2619047619047619,0.023809523809523808,0.14285714285714285
Shoot Attempt,0.0,0.42857142857142855,0.0,0.0,0.09523809523809523,0.0,0.0,0.47619047619047616,0.0,0.0
Short Pass,0.13333333333333333,0.26666666666666666,0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
