,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.2804878048780488,0.0,0.0,0.34146341463414637,0.0,0.13414634146341464,0.0,0.24390243902439024
Defensive Action,0.10526315789473684,0.05263157894736842,0.29473684210526313,0.010526315789473684,0.0,0.11578947368421053,0.06315789473684211,0.05263157894736842,0.0,0.30526315789473685
Duel,0.03773584905660377,0.05660377358490566,0.07075471698113207,0.009433962264150943,0.0,0.009433962264150943,0.6650943396226415,0.014150943396226415,0.014150943396226415,0.12264150943396226
Foul,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.8461538461538461,0.0,0.0,0.038461538461538464
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.1896551724137931,0.2413793103448276,0.2413793103448276,0.017241379310344827,0.0,0.06896551724137931,0.0,0.05172413793103448,0.0,0.1896551724137931
Possession,0.033271719038817,0.005545286506469501,0.08133086876155268,0.014787430683918669,0.0,0.2754158964879852,0.20147874306839186,0.0018484288354898336,0.02033271719038817,0.3659889094269871
Set Piece / Restart,0.34375,0.0625,0.078125,0.0,0.0,0.109375,0.078125,0.296875,0.0,0.03125
Shoot Attempt,0.17391304347826086,0.17391304347826086,0.0,0.0,0.13043478260869565,0.0,0.0,0.5217391304347826,0.0,0.0
Short Pass,0.12307692307692308,0.4153846153846154,0.23076923076923078,0.046153846153846156,0.0,0.0,0.0,0.046153846153846156,0.0,0.13846153846153847
