,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.24285714285714285,0.0,0.0,0.3,0.0,0.02857142857142857,0.014285714285714285,0.4142857142857143
Defensive Action,0.07058823529411765,0.058823529411764705,0.3411764705882353,0.0,0.0,0.09411764705882353,0.15294117647058825,0.10588235294117647,0.0,0.17647058823529413
Duel,0.0449438202247191,0.0449438202247191,0.10674157303370786,0.0,0.0,0.028089887640449437,0.6573033707865169,0.0,0.03932584269662921,0.07865168539325842
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.35,0.2,0.25,0.0,0.0,0.05,0.0,0.05,0.0,0.1
Possession,0.028205128205128206,0.0038461538461538464,0.03333333333333333,0.008974358974358974,0.0,0.25384615384615383,0.10897435897435898,0.002564102564102564,0.021794871794871794,0.5384615384615384
Set Piece / Restart,0.423728813559322,0.03389830508474576,0.0847457627118644,0.0,0.0,0.1016949152542373,0.03389830508474576,0.2711864406779661,0.0,0.05084745762711865
Shoot Attempt,0.05263157894736842,0.21052631578947367,0.0,0.0,0.07894736842105263,0.0,0.0,0.6578947368421053,0.0,0.0
Short Pass,0.0,0.47368421052631576,0.2631578947368421,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.21052631578947367
