,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.010752688172043012,0.3548387096774194,0.0,0.0,0.2903225806451613,0.0,0.043010752688172046,0.0,0.3010752688172043
Defensive Action,0.12941176470588237,0.11764705882352941,0.21176470588235294,0.0,0.0,0.09411764705882353,0.17647058823529413,0.11764705882352941,0.0,0.15294117647058825
Duel,0.0335195530726257,0.0223463687150838,0.11173184357541899,0.0,0.0,0.03910614525139665,0.659217877094972,0.00558659217877095,0.00558659217877095,0.12290502793296089
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.0,0.0,0.045454545454545456
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2647058823529412,0.20588235294117646,0.20588235294117646,0.029411764705882353,0.0,0.08823529411764706,0.0,0.058823529411764705,0.0,0.14705882352941177
Possession,0.047748976807639835,0.0068212824010914054,0.05593451568894952,0.017735334242837655,0.0,0.22646657571623466,0.19099590723055934,0.008185538881309686,0.01227830832196453,0.43383356070941337
Set Piece / Restart,0.423728813559322,0.05084745762711865,0.05084745762711865,0.01694915254237288,0.0,0.05084745762711865,0.05084745762711865,0.1694915254237288,0.0,0.1864406779661017
Shoot Attempt,0.07407407407407407,0.2222222222222222,0.0,0.0,0.07407407407407407,0.0,0.0,0.6296296296296297,0.0,0.0
Short Pass,0.11627906976744186,0.5348837209302325,0.20930232558139536,0.023255813953488372,0.0,0.0,0.023255813953488372,0.06976744186046512,0.0,0.023255813953488372
