,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.37681159420289856,0.0,0.0,0.21739130434782608,0.0,0.08695652173913043,0.0,0.3188405797101449
Defensive Action,0.1323529411764706,0.07352941176470588,0.23529411764705882,0.014705882352941176,0.0,0.058823529411764705,0.16176470588235295,0.11764705882352941,0.0,0.20588235294117646
Duel,0.061068702290076333,0.007633587786259542,0.07633587786259542,0.007633587786259542,0.0,0.015267175572519083,0.6259541984732825,0.0,0.04580152671755725,0.16030534351145037
Foul,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.027777777777777776,0.8055555555555556,0.0,0.0,0.05555555555555555
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0
Possession,0.02529182879377432,0.0019455252918287938,0.02529182879377432,0.017509727626459144,0.0,0.15953307392996108,0.11867704280155641,0.0048638132295719845,0.009727626459143969,0.6371595330739299
Set Piece / Restart,0.2916666666666667,0.0,0.10416666666666667,0.0,0.0,0.1875,0.0,0.25,0.0,0.16666666666666666
Shoot Attempt,0.1724137931034483,0.3103448275862069,0.0,0.0,0.06896551724137931,0.0,0.0,0.4482758620689655,0.0,0.0
Short Pass,0.0,0.35714285714285715,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.07142857142857142
