,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3548387096774194,0.0,0.0,0.3064516129032258,0.0,0.08064516129032258,0.0,0.25806451612903225
Defensive Action,0.1111111111111111,0.04938271604938271,0.2839506172839506,0.024691358024691357,0.0,0.04938271604938271,0.12345679012345678,0.08641975308641975,0.0,0.2716049382716049
Duel,0.014492753623188406,0.057971014492753624,0.09420289855072464,0.0,0.0,0.043478260869565216,0.5797101449275363,0.0,0.050724637681159424,0.15942028985507245
Foul,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
Possession,0.021111111111111112,0.005555555555555556,0.03111111111111111,0.01,0.0,0.1711111111111111,0.07444444444444444,0.006666666666666667,0.012222222222222223,0.6677777777777778
Set Piece / Restart,0.3333333333333333,0.0,0.05555555555555555,0.013888888888888888,0.0,0.1527777777777778,0.013888888888888888,0.2916666666666667,0.027777777777777776,0.1111111111111111
Shoot Attempt,0.09090909090909091,0.18181818181818182,0.0,0.0,0.12121212121212122,0.0,0.0,0.6060606060606061,0.0,0.0
Short Pass,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.0,0.07142857142857142,0.0,0.2857142857142857,0.0,0.0
