,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.24675324675324675,0.0,0.0,0.24675324675324675,0.0,0.05194805194805195,0.0,0.45454545454545453
Defensive Action,0.17647058823529413,0.023529411764705882,0.18823529411764706,0.011764705882352941,0.0,0.09411764705882353,0.11764705882352941,0.10588235294117647,0.0,0.2823529411764706
Duel,0.04142011834319527,0.023668639053254437,0.07692307692307693,0.0,0.0,0.05325443786982249,0.6094674556213018,0.0,0.03550295857988166,0.15976331360946747
Foul,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.9642857142857143,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.47368421052631576,0.2631578947368421,0.10526315789473684,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.10526315789473684
Possession,0.048824593128390596,0.0054249547920434,0.04701627486437613,0.0216998191681736,0.0,0.2766726943942134,0.13200723327305605,0.003616636528028933,0.007233273056057866,0.45750452079566006
Set Piece / Restart,0.21153846153846154,0.038461538461538464,0.07692307692307693,0.019230769230769232,0.0,0.11538461538461539,0.07692307692307693,0.34615384615384615,0.0,0.11538461538461539
Shoot Attempt,0.09090909090909091,0.36363636363636365,0.0,0.0,0.045454545454545456,0.0,0.0,0.5,0.0,0.0
Short Pass,0.14705882352941177,0.20588235294117646,0.2647058823529412,0.0,0.0,0.058823529411764705,0.0,0.029411764705882353,0.0,0.29411764705882354
