,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.39080459770114945,0.0,0.0,0.1839080459770115,0.0,0.034482758620689655,0.0,0.39080459770114945
Defensive Action,0.13043478260869565,0.05434782608695652,0.31521739130434784,0.010869565217391304,0.0,0.06521739130434782,0.043478260869565216,0.07608695652173914,0.0,0.30434782608695654
Duel,0.028089887640449437,0.06741573033707865,0.06741573033707865,0.011235955056179775,0.0,0.011235955056179775,0.7303370786516854,0.0,0.0056179775280898875,0.07865168539325842
Foul,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.8888888888888888,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.4489795918367347,0.2857142857142857,0.10204081632653061,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.14285714285714285
Possession,0.030696576151121605,0.0070838252656434475,0.03659976387249114,0.008264462809917356,0.0,0.2408500590318772,0.12396694214876033,0.0023612750885478157,0.012987012987012988,0.5371900826446281
Set Piece / Restart,0.32608695652173914,0.0,0.10869565217391304,0.021739130434782608,0.0,0.06521739130434782,0.043478260869565216,0.3695652173913043,0.0,0.06521739130434782
Shoot Attempt,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0
Short Pass,0.16216216216216217,0.43243243243243246,0.2702702702702703,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.10810810810810811
