,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.4567901234567901,0.0,0.0,0.18518518518518517,0.0,0.037037037037037035,0.0,0.32098765432098764
Defensive Action,0.23255813953488372,0.03488372093023256,0.1511627906976744,0.03488372093023256,0.0,0.046511627906976744,0.1511627906976744,0.11627906976744186,0.0,0.23255813953488372
Duel,0.018518518518518517,0.04938271604938271,0.11728395061728394,0.006172839506172839,0.0,0.024691358024691357,0.6604938271604939,0.006172839506172839,0.024691358024691357,0.09259259259259259
Foul,0.06818181818181818,0.0,0.022727272727272728,0.0,0.0,0.0,0.8636363636363636,0.022727272727272728,0.0,0.022727272727272728
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,0.0,0.15384615384615385
Possession,0.033507853403141365,0.004188481675392671,0.03664921465968586,0.019895287958115182,0.0,0.16753926701570682,0.11204188481675392,0.0020942408376963353,0.012565445026178011,0.6115183246073298
Set Piece / Restart,0.3018867924528302,0.03773584905660377,0.1320754716981132,0.0,0.0,0.09433962264150944,0.07547169811320754,0.24528301886792453,0.0,0.11320754716981132
Shoot Attempt,0.06666666666666667,0.3333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.5666666666666667,0.0,0.0
Short Pass,0.14285714285714285,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.14285714285714285
