,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.43478260869565216,0.0,0.0,0.13043478260869565,0.0,0.021739130434782608,0.021739130434782608,0.391304347826087
Defensive Action,0.07291666666666667,0.16666666666666666,0.25,0.03125,0.0,0.08333333333333333,0.08333333333333333,0.07291666666666667,0.0,0.23958333333333334
Duel,0.015625,0.0625,0.140625,0.0,0.0,0.0234375,0.6171875,0.015625,0.0234375,0.1015625
Foul,0.0,0.0,0.0,0.025,0.0,0.0,0.925,0.0,0.025,0.025
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182
Possession,0.02768549280177187,0.0,0.044296788482835,0.02547065337763012,0.0,0.17054263565891473,0.15171650055370986,0.0,0.0033222591362126247,0.5769656699889258
Set Piece / Restart,0.2903225806451613,0.03225806451612903,0.06451612903225806,0.0,0.0,0.0967741935483871,0.03225806451612903,0.3870967741935484,0.0,0.0967741935483871
Shoot Attempt,0.1,0.5,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
Short Pass,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.2631578947368421,0.0,0.05263157894736842,0.0,0.10526315789473684,0.0,0.0
