,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.010638297872340425,0.3829787234042553,0.0,0.0,0.24468085106382978,0.0,0.0851063829787234,0.0,0.2765957446808511
Defensive Action,0.08823529411764706,0.0784313725490196,0.28431372549019607,0.029411764705882353,0.0,0.09803921568627451,0.049019607843137254,0.06862745098039216,0.0,0.30392156862745096
Duel,0.03723404255319149,0.07446808510638298,0.0797872340425532,0.005319148936170213,0.0,0.015957446808510637,0.6542553191489362,0.005319148936170213,0.015957446808510637,0.11170212765957446
Foul,0.0,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.8888888888888888,0.037037037037037035,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3469387755102041,0.20408163265306123,0.16326530612244897,0.02040816326530612,0.0,0.02040816326530612,0.0,0.10204081632653061,0.0,0.14285714285714285
Possession,0.05034965034965035,0.004195804195804196,0.07412587412587412,0.019580419580419582,0.0,0.193006993006993,0.1972027972027972,0.002797202797202797,0.016783216783216783,0.44195804195804195
Set Piece / Restart,0.3333333333333333,0.018518518518518517,0.05555555555555555,0.018518518518518517,0.0,0.12962962962962962,0.07407407407407407,0.2222222222222222,0.0,0.14814814814814814
Shoot Attempt,0.041666666666666664,0.25,0.0,0.0,0.041666666666666664,0.0,0.0,0.6666666666666666,0.0,0.0
Short Pass,0.13636363636363635,0.36363636363636365,0.18181818181818182,0.022727272727272728,0.0,0.022727272727272728,0.0,0.06818181818181818,0.0,0.20454545454545456
