,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3442622950819672,0.0,0.0,0.19672131147540983,0.0,0.06557377049180328,0.0,0.39344262295081966
Defensive Action,0.0989010989010989,0.12087912087912088,0.25274725274725274,0.02197802197802198,0.0,0.06593406593406594,0.12087912087912088,0.14285714285714285,0.0,0.17582417582417584
Duel,0.022388059701492536,0.03731343283582089,0.05223880597014925,0.007462686567164179,0.0,0.022388059701492536,0.6417910447761194,0.014925373134328358,0.05223880597014925,0.14925373134328357
Foul,0.08571428571428572,0.0,0.0,0.0,0.0,0.02857142857142857,0.8571428571428571,0.02857142857142857,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3,0.25,0.15,0.0,0.0,0.1,0.0,0.05,0.0,0.15
Possession,0.026595744680851064,0.011968085106382979,0.027925531914893616,0.02526595744680851,0.0,0.19946808510638298,0.10372340425531915,0.006648936170212766,0.014627659574468085,0.5837765957446809
Set Piece / Restart,0.2711864406779661,0.06779661016949153,0.03389830508474576,0.01694915254237288,0.0,0.15254237288135594,0.05084745762711865,0.3050847457627119,0.0,0.1016949152542373
Shoot Attempt,0.0967741935483871,0.41935483870967744,0.0,0.0,0.1935483870967742,0.0,0.0,0.2903225806451613,0.0,0.0
Short Pass,0.08333333333333333,0.25,0.25,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333
