,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3132530120481928,0.0,0.0,0.26506024096385544,0.0,0.08433734939759036,0.0,0.3373493975903614
Defensive Action,0.15294117647058825,0.03529411764705882,0.2823529411764706,0.0,0.0,0.11764705882352941,0.07058823529411765,0.10588235294117647,0.0,0.23529411764705882
Duel,0.02727272727272727,0.031818181818181815,0.11818181818181818,0.0,0.0,0.045454545454545456,0.6136363636363636,0.00909090909090909,0.013636363636363636,0.1409090909090909
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3225806451612903,0.12903225806451613,0.1935483870967742,0.0,0.0,0.03225806451612903,0.0,0.06451612903225806,0.0,0.25806451612903225
Possession,0.033205619412515965,0.0038314176245210726,0.06768837803320563,0.01277139208173691,0.0,0.26053639846743293,0.140485312899106,0.0,0.024265644955300127,0.45721583652618136
Set Piece / Restart,0.35714285714285715,0.05357142857142857,0.07142857142857142,0.0,0.0,0.125,0.0,0.26785714285714285,0.0,0.125
Shoot Attempt,0.13793103448275862,0.3103448275862069,0.0,0.0,0.034482758620689655,0.0,0.0,0.5172413793103449,0.0,0.0
Short Pass,0.08888888888888889,0.3111111111111111,0.24444444444444444,0.0,0.0,0.0,0.0,0.08888888888888889,0.0,0.26666666666666666
