,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.3125,0.0,0.0,0.3,0.0,0.0875,0.0,0.3
Defensive Action,0.08536585365853659,0.07317073170731707,0.2073170731707317,0.0,0.0,0.06097560975609756,0.14634146341463414,0.06097560975609756,0.024390243902439025,0.34146341463414637
Duel,0.01990049751243781,0.01990049751243781,0.0945273631840796,0.0,0.0,0.01990049751243781,0.681592039800995,0.0,0.01990049751243781,0.14427860696517414
Foul,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.42424242424242425,0.030303030303030304,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.06060606060606061,0.0,0.21212121212121213
Possession,0.04240766073871409,0.004103967168262654,0.07387140902872777,0.015047879616963064,0.0,0.2188782489740082,0.1491108071135431,0.0027359781121751026,0.01094391244870041,0.4829001367989056
Set Piece / Restart,0.3404255319148936,0.02127659574468085,0.06382978723404255,0.0,0.0,0.0851063829787234,0.10638297872340426,0.23404255319148937,0.02127659574468085,0.1276595744680851
Shoot Attempt,0.11538461538461539,0.19230769230769232,0.0,0.0,0.11538461538461539,0.0,0.038461538461538464,0.5384615384615384,0.0,0.0
Short Pass,0.16,0.44,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.04
