,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.02857142857142857,0.34285714285714286,0.0,0.0,0.19047619047619047,0.0,0.05714285714285714,0.0,0.38095238095238093
Defensive Action,0.09090909090909091,0.06818181818181818,0.20454545454545456,0.011363636363636364,0.0,0.09090909090909091,0.17045454545454544,0.11363636363636363,0.0,0.25
Duel,0.012269938650306749,0.0,0.10429447852760736,0.0,0.0,0.006134969325153374,0.754601226993865,0.006134969325153374,0.006134969325153374,0.11042944785276074
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.42105263157894735,0.10526315789473684,0.11578947368421053,0.010526315789473684,0.0,0.07368421052631578,0.0,0.021052631578947368,0.0,0.25263157894736843
Possession,0.024125452352231604,0.010856453558504222,0.04825090470446321,0.015681544028950542,0.0,0.2629674306393245,0.15681544028950542,0.0036188178528347406,0.024125452352231604,0.45355850422195415
Set Piece / Restart,0.2835820895522388,0.029850746268656716,0.1044776119402985,0.0,0.0,0.11940298507462686,0.07462686567164178,0.26865671641791045,0.029850746268656716,0.08955223880597014
Shoot Attempt,0.0,0.21212121212121213,0.0,0.0,0.21212121212121213,0.0,0.0,0.5757575757575758,0.0,0.0
Short Pass,0.11851851851851852,0.35555555555555557,0.1925925925925926,0.014814814814814815,0.0,0.05185185185185185,0.0,0.014814814814814815,0.0,0.2518518518518518
