,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.4838709677419355,0.0,0.0,0.14516129032258066,0.0,0.04838709677419355,0.0,0.3225806451612903
Defensive Action,0.1,0.0375,0.275,0.0125,0.0,0.05,0.0875,0.1625,0.0,0.275
Duel,0.014598540145985401,0.029197080291970802,0.15328467153284672,0.0,0.0,0.0364963503649635,0.6131386861313869,0.0,0.043795620437956206,0.10948905109489052
Foul,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.03333333333333333,0.03333333333333333,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.36,0.2,0.2,0.08,0.0,0.04,0.0,0.08,0.0,0.04
Possession,0.01933404940923738,0.0010741138560687433,0.027926960257787327,0.007518796992481203,0.0,0.20622986036519872,0.06874328678839957,0.00322234156820623,0.017185821697099892,0.6487647690655209
Set Piece / Restart,0.3,0.08,0.1,0.0,0.0,0.06,0.0,0.24,0.0,0.22
Shoot Attempt,0.07407407407407407,0.4444444444444444,0.0,0.0,0.07407407407407407,0.0,0.0,0.4074074074074074,0.0,0.0
Short Pass,0.21621621621621623,0.5675675675675675,0.1891891891891892,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703
