,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.009708737864077669,0.4563106796116505,0.0,0.0,0.1650485436893204,0.0,0.08737864077669903,0.0,0.2815533980582524
Defensive Action,0.06818181818181818,0.09090909090909091,0.2727272727272727,0.0,0.0,0.06818181818181818,0.11363636363636363,0.11363636363636363,0.0,0.2727272727272727
Duel,0.024875621890547265,0.014925373134328358,0.06467661691542288,0.0,0.0,0.06467661691542288,0.7213930348258707,0.004975124378109453,0.014925373134328358,0.08955223880597014
Foul,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.4852941176470588,0.16176470588235295,0.17647058823529413,0.014705882352941176,0.0,0.08823529411764706,0.0,0.014705882352941176,0.0,0.058823529411764705
Possession,0.03258426966292135,0.0033707865168539327,0.05955056179775281,0.016853932584269662,0.0,0.26292134831460673,0.1449438202247191,0.0011235955056179776,0.025842696629213482,0.45280898876404496
Set Piece / Restart,0.28125,0.0625,0.09375,0.015625,0.0,0.09375,0.109375,0.25,0.0,0.09375
Shoot Attempt,0.029411764705882353,0.29411764705882354,0.0,0.0,0.14705882352941177,0.0,0.0,0.5294117647058824,0.0,0.0
Short Pass,0.20833333333333334,0.3541666666666667,0.2708333333333333,0.020833333333333332,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0,0.10416666666666667
