,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.2962962962962963,0.0,0.0,0.37037037037037035,0.0,0.012345679012345678,0.0,0.32098765432098764
Defensive Action,0.11538461538461539,0.07692307692307693,0.32051282051282054,0.01282051282051282,0.0,0.05128205128205128,0.10256410256410256,0.0641025641025641,0.0,0.2564102564102564
Duel,0.040697674418604654,0.029069767441860465,0.0755813953488372,0.0,0.0,0.01744186046511628,0.7441860465116279,0.011627906976744186,0.005813953488372093,0.0755813953488372
Foul,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.9615384615384616,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3333333333333333,0.18181818181818182,0.30303030303030304,0.030303030303030304,0.0,0.06060606060606061,0.0,0.030303030303030304,0.0,0.06060606060606061
Possession,0.06521739130434782,0.0036231884057971015,0.06159420289855073,0.028985507246376812,0.0,0.19384057971014493,0.15942028985507245,0.005434782608695652,0.012681159420289856,0.4692028985507246
Set Piece / Restart,0.325,0.025,0.05,0.025,0.0,0.075,0.05,0.225,0.0,0.225
Shoot Attempt,0.058823529411764705,0.23529411764705882,0.0,0.0,0.058823529411764705,0.0,0.0,0.6470588235294118,0.0,0.0
Short Pass,0.13793103448275862,0.5862068965517241,0.06896551724137931,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0,0.13793103448275862
