,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.008264462809917356,0.2727272727272727,0.0,0.0,0.30578512396694213,0.0,0.024793388429752067,0.0743801652892562,0.3140495867768595
Defensive Action,0.12,0.048,0.28,0.008,0.0,0.12,0.048,0.216,0.0,0.16
Duel,0.042328042328042326,0.06349206349206349,0.08465608465608465,0.0,0.0,0.0582010582010582,0.5608465608465608,0.010582010582010581,0.037037037037037035,0.14285714285714285
Foul,0.06666666666666667,0.0,0.0,0.0,0.0,0.022222222222222223,0.9111111111111111,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.2549019607843137,0.23529411764705882,0.19607843137254902,0.09803921568627451,0.0,0.0196078431372549,0.0,0.058823529411764705,0.0,0.13725490196078433
Possession,0.03755458515283843,0.0034934497816593887,0.032314410480349345,0.020087336244541485,0.0,0.19388646288209607,0.2034934497816594,0.0034934497816593887,0.02445414847161572,0.4812227074235808
Set Piece / Restart,0.3333333333333333,0.018518518518518517,0.07407407407407407,0.009259259259259259,0.0,0.09259259259259259,0.046296296296296294,0.26851851851851855,0.018518518518518517,0.1388888888888889
Shoot Attempt,0.03389830508474576,0.3728813559322034,0.0,0.0,0.15254237288135594,0.0,0.0,0.4406779661016949,0.0,0.0
Short Pass,0.02,0.6,0.14,0.04,0.0,0.08,0.0,0.04,0.0,0.08
