,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.4024390243902439,0.0,0.0,0.14634146341463414,0.0,0.07317073170731707,0.0,0.3780487804878049
Defensive Action,0.17543859649122806,0.12280701754385964,0.21929824561403508,0.017543859649122806,0.0,0.09649122807017543,0.09649122807017543,0.06140350877192982,0.0,0.21052631578947367
Duel,0.025806451612903226,0.07741935483870968,0.07096774193548387,0.0,0.0,0.03870967741935484,0.632258064516129,0.012903225806451613,0.01935483870967742,0.12258064516129032
Foul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.08333333333333333,0.20833333333333334,0.3333333333333333,0.0,0.0,0.041666666666666664,0.0,0.25,0.0,0.08333333333333333
Possession,0.03549571603427173,0.008567931456548347,0.0416156670746634,0.008567931456548347,0.0,0.21052631578947367,0.12362301101591187,0.006119951040391677,0.01591187270501836,0.5495716034271726
Set Piece / Restart,0.2857142857142857,0.07142857142857142,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.23214285714285715,0.0,0.19642857142857142
Shoot Attempt,0.23076923076923078,0.23076923076923078,0.0,0.0,0.038461538461538464,0.0,0.0,0.5,0.0,0.0
Short Pass,0.19230769230769232,0.5769230769230769,0.11538461538461539,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.038461538461538464
