,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.27848101265822783,0.0,0.0,0.25316455696202533,0.0,0.0759493670886076,0.0,0.3924050632911392
Defensive Action,0.14545454545454545,0.03636363636363636,0.3090909090909091,0.03636363636363636,0.0,0.12727272727272726,0.03636363636363636,0.01818181818181818,0.0,0.2909090909090909
Duel,0.04081632653061224,0.027210884353741496,0.11564625850340136,0.006802721088435374,0.0,0.013605442176870748,0.5510204081632653,0.006802721088435374,0.05442176870748299,0.1836734693877551
Foul,0.0,0.0,0.0,0.0,0.0,0.025,0.95,0.025,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.17777777777777778,0.2222222222222222,0.24444444444444444,0.022222222222222223,0.0,0.08888888888888889,0.0,0.022222222222222223,0.0,0.2222222222222222
Possession,0.02967741935483871,0.0012903225806451613,0.06322580645161291,0.02193548387096774,0.0,0.19225806451612903,0.11741935483870967,0.0064516129032258064,0.007741935483870968,0.56
Set Piece / Restart,0.3484848484848485,0.045454545454545456,0.045454545454545456,0.0,0.0,0.15151515151515152,0.015151515151515152,0.2878787878787879,0.0,0.10606060606060606
Shoot Attempt,0.09375,0.03125,0.0,0.0,0.125,0.0,0.0,0.75,0.0,0.0
Short Pass,0.12307692307692308,0.24615384615384617,0.2153846153846154,0.015384615384615385,0.0,0.046153846153846156,0.0,0.046153846153846156,0.0,0.3076923076923077
