,Change of Possession,Defensive Action,Duel,Foul,Goal,Long Pass,Possession,Set Piece / Restart,Shoot Attempt,Short Pass
Change of Possession,0.0,0.0,0.21875,0.0,0.0,0.296875,0.0,0.078125,0.0,0.40625
Defensive Action,0.06956521739130435,0.1565217391304348,0.30434782608695654,0.017391304347826087,0.0,0.0782608695652174,0.05217391304347826,0.13043478260869565,0.0,0.19130434782608696
Duel,0.011834319526627219,0.047337278106508875,0.047337278106508875,0.0,0.0,0.005917159763313609,0.7514792899408284,0.011834319526627219,0.03550295857988166,0.08875739644970414
Foul,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.9523809523809523,0.0,0.0,0.0
Goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Long Pass,0.3142857142857143,0.3142857142857143,0.22857142857142856,0.02857142857142857,0.0,0.02857142857142857,0.0,0.02857142857142857,0.0,0.05714285714285714
Possession,0.02710413694721826,0.007132667617689016,0.04850213980028531,0.015691868758915834,0.0,0.25392296718972895,0.10556348074179743,0.0,0.03281027104136947,0.5092724679029957
Set Piece / Restart,0.3387096774193548,0.12903225806451613,0.08064516129032258,0.0,0.0,0.11290322580645161,0.016129032258064516,0.24193548387096775,0.0,0.08064516129032258
Shoot Attempt,0.05263157894736842,0.2894736842105263,0.0,0.0,0.07894736842105263,0.0,0.0,0.5789473684210527,0.0,0.0
Short Pass,0.041666666666666664,0.5833333333333334,0.125,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.16666666666666666
